StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,N/A_Browser,N/A_Version,N/A_Operating System,N/A_Resolution,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q112,Q14,Q15,Q17,Q16,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q21
2024-07-09 11:25:02,2024-07-09 11:25:02,Survey Test,,100,0,True,2024-07-09 11:25:02,R_1LHX63mDSbUNXAG,,,,,,,test,,,malesuada,facilisis,elementum,imperdiet,Ante cursu,testemail@qemailserver.com,Divinity School,"Class of 2014,Class of 1961",3,"Electrical and Computer Engineering,History,Interdisciplinary Engineering and Applied Science (IDEAS)","Earth and Climate Sciences,Sociology","Ethics and Society,Materials Science and Engineering",Private Equity,MEM (Master of Environmental Management),"Fashion,Fitness,Gaming,Pets,Athletics/Playing Sports,Volunteering,Music/Dance,Watching Sports,Time with Friends","Skill development in a specific field,Networking and professional connections,Academic success and study skills,Emotional support",Prefer not to answer,"NPHC (African American Greek letter organizations),Duke International Association (IA) / International students,Dance Team",No,Yes,No,Richmond VA,9,8,7,8,2,8,7,1,Etiam sem id nullam neque sit? Diam phasellus purus ipsum. Laoreet. Etiam placerat.
2024-07-09 11:25:02,2024-07-09 11:25:02,Survey Test,,100,0,True,2024-07-09 11:25:02,R_8f8iUxxFjZsal8i,,,,,,,test,,,fermentum,consequat,fermentum,accusamus,Tempora ia,testemail@qemailserver.com,"School of Medicine,School of Law,The Graduate School","Class of 2023,Class of 1970,Class of 1953",1,"Computational Media,Environmental Engineering,Neuroscience","Energy Engineering,Psychology,Sexuality Studies","Decision Sciences,Markets and Management,Sustainability Engagement","STEM,Biotechnology","JD (Juris Doctorate/Law),MEd (Master of Education)",Movies/TV,"Career exploration and decision-making,Skill development in a specific field,Academic success and study skills,Personal growth and self-improvement,Emotional support","Native American or American Indian,White","None of the below,Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,No Preference,Yes,Baltimore MD,1,9,4,7,6,9,4,2,Natoque platea platea purus accumsan. Ridiculus platea proin interdum quis ut mauris orci culpa.
2024-07-09 11:25:02,2024-07-09 11:25:02,Survey Test,,100,0,True,2024-07-09 11:25:02,R_bpgL131ozWz2e6q,,,,,,,test,,,porttitor,malesuada,dignissim,elementum,Dictumst s,testemail@qemailserver.com,"Trinity,School of Nursing,Divinity School","Class of 2009,Class of 1960",4+,Philosophy,Economics,"Aerospace Engineering,Architectural Engineering,Policy Journalism and Media Studies","Hospitality and tourism,Media, Entertainment, and Sports,STEM","MFA (Master of Fine Arts),MPA (Master of Public Administration)","Cooking/Baking,Family Time,Gaming,Pets,Reading,Athletics/Playing Sports,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Fishing/Hunting","Personal growth and self-improvement,Work-life balance and time management,Emotional support",Middle Eastern,"None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",No,Yes,No,Charlotte NC,8,7,5,10,10,1,4,0,"Aliquam, tortor potenti aenean, lorem! Justo aliquet aenean tempus eros natoque id et."
2024-07-09 11:25:03,2024-07-09 11:25:03,Survey Test,,100,0,True,2024-07-09 11:25:03,R_a8XGz8lsDngNh3g,,,,,,,test,,,malesuada,consectetuer,dignissim,curabitur,Rutrum. Ma,testemail@qemailserver.com,"Nicholas School of the Environment,School of Law",Class of 2020,1,Ancient Religion and Society,Biology,"Aerospace Engineering,Human Rights","Nursing,Military,Physical Therapy",None / Not listed,"Family Time,Fashion,Outdoor Activities/Hiking/Camping,Reading,Athletics/Playing Sports,Volunteering,Time with Friends,Fishing/Hunting","Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Native American or American Indian,Other","Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",No,No Preference,Yes,Chicago IL,10,3,9,5,2,7,2,0,Duis ridiculus eu vivamus iaculis laoreet commodo euismod integer felis magnis orci eros.
2024-07-09 11:25:03,2024-07-09 11:25:03,Survey Test,,100,0,True,2024-07-09 11:25:03,R_ehOy6WUGhWIv0Ue,,,,,,,test,,,ridiculus,sollicitudin,facilisis,fermentum,Elementum.,testemail@qemailserver.com,"Trinity,Pratt,Divinity School","Class of 1985,Class of 1973,Class of 1965",2,"Earth and Climate Sciences,Music",Russian Culture and Language,"Child Policy Research,Digital Intelligence,Health Policy","Hospitality and tourism,Artificial Intelligence / Machine Learning / Data Science","MD (Doctor of Medicine),MEM (Master of Engineering Management)","Cooking/Baking,Fitness,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Movies/TV,Fishing/Hunting","Career exploration and decision-making,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Asian,Asian Pacific Islander,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,No Preference,Yes,Houston/Dallas/Austin,3,5,9,2,2,3,10,5,Convallis mattis urna cras sagittis mi sodales! Malesuada duis praesent auctor elementum etiam dolorem temporibus.
2024-07-09 11:25:03,2024-07-09 11:25:03,Survey Test,,100,0,True,2024-07-09 11:25:03,R_0dLKjjqahkkxepE,,,,,,,test,,,imperdiet,venenatis,accusamus,consectetuer,Nullam mae,testemail@qemailserver.com,"School of Medicine,School of Law","Class of 2016,Class of 2003",1,Economics,Classical Civilization,"Energy and the Environment,Innovation and Entrepreneurship","Fashion and apparel,Religion,Dentistry","MBA (Masters of Business Administration),DVM (Doctor of Veterinary Medicine)","Fashion,Gaming,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Visual Arts/Crafts,Volunteering,Music/Dance,Movies/TV,Performing Arts","Academic success and study skills,Emotional support","Asian,Black or African-American,White","None of the below,Greek Life (IFC/Panhel)",No,No Preference,Yes,Miami/Central Florida/Tampa Bay,7,2,4,8,3,5,0,3,"Placerat augue viverra eu! Eu mauris, vestibulum, sem mattis. Nullam. Ipsum duis eget."
2024-07-09 11:25:03,2024-07-09 11:25:04,Survey Test,,100,1,True,2024-07-09 11:25:04,R_d7tzmjUHfT3IxzU,,,,,,,test,,,curabitur,malesuada,dignissim,fringilla,Donec in f,testemail@qemailserver.com,Nicholas School of the Environment,Class of 1954,4+,"Biophysics,Sociology,Statistical Science","Russian and East European Literatures in Translation,Theater Studies","East Asian Studies,Human Rights,Jewish Studies",Religion,Psy.D (Doctor of Psychology),"Cooking/Baking,Watching Sports","Networking and professional connections,Personal growth and self-improvement","Middle Eastern,Native American or American Indian","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Selective Living Groups (SLG)",No,No Preference,No,India,6,4,10,6,9,9,7,10,Quis. Eget orci eleifend! Platea laoreet pellentesque vehicula commodo sodales tempor.
2024-07-09 11:25:04,2024-07-09 11:25:04,Survey Test,,100,0,True,2024-07-09 11:25:04,R_aW73B5HQkJ2jvx4,,,,,,,test,,,sollicitudin,scelerisque,ridiculus,curabitur,Tortor fus,testemail@qemailserver.com,"Divinity School,The Graduate School",Class of 1999,4+,"Biology,Earth and Climate Sciences,Mathematics","Creative Writing,Economics,Photography",Information Science and Information Studies,Biotechnology,"Psy.D (Doctor of Psychology),MEM (Master of Environmental Management),MPA (Master of Public Administration)","Fashion,Gardening,Athletics/Playing Sports",Career exploration and decision-making,"Hispanic or Latinx,Middle Eastern,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,No Preference,No,EU,2,1,8,5,8,6,3,4,Blandit justo massa potenti tellus? Fusce tincidunt. Sem tempus. Vestibulum ridiculus posuere.
2024-07-09 11:25:04,2024-07-09 11:25:04,Survey Test,,100,0,True,2024-07-09 11:25:04,R_bj7JPX0xK66awDA,,,,,,,test,,,pellentesque,pellentesque,facilisis,curabitur,Egestas do,testemail@qemailserver.com,Nicholas School of the Environment,"Class of 2004,Class of 1983",3,Sociology,"Inequality Studies,Musical Theater,Russian Culture and Language",Sustainability Engagement,Academia/Higher Ed,"MEM (Master of Environmental Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Cooking/Baking,Reading","Work-life balance and time management,Emotional support",Black or African-American,"None of the below,Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",Yes,Yes,No,Denver CO,2,6,8,5,5,8,3,1,Cras dapibus fermentum. Dolorem risus in suspendisse porttitor curabitur accumsan neque quis interdum dolor mauris.
2024-07-09 11:25:04,2024-07-09 11:25:04,Survey Test,,100,0,True,2024-07-09 11:25:05,R_9tYTLyXMRptfN4O,,,,,,,test,,,fermentum,curabitur,dignissim,ullamcorper,"Facilisis ",testemail@qemailserver.com,Pratt,"Class of 2003,Class of 1957",4+,Classical Languages,Biology,"Decision Sciences,Health Policy,Innovation and Entrepreneurship","Agriculture and Food Science,Architecture and Design","MSN (Master of Science in Nursing),MPA (Master of Public Administration)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Networking and professional connections,Academic success and study skills,Work-life balance and time management,Emotional support","Asian Pacific Islander,Middle Eastern",NPHC (African American Greek letter organizations),Yes,Yes,Yes,Raliegh/Durham/Chapel Hill,2,7,7,10,2,8,4,10,Pellentesque sapien quam non felis urna porta maecenas ultrices eget luctus.
2024-07-09 11:25:05,2024-07-09 11:25:05,Survey Test,,100,0,True,2024-07-09 11:25:05,R_bpFf2niNHhq0IF8,,,,,,,test,,,vestibulum,elementum,tincidunt,accusamus,"Imperdiet ",testemail@qemailserver.com,"School of Law,The Graduate School","Class of 1997,Class of 1984,Class of 1967",2,Civil Engineering,"Asian and Middle Eastern Studies,Sexuality Studies","Child Policy Research,Sustainability Engagement","Energy and utilities,Pharmaceutical","MBA (Masters of Business Administration),MEM (Master of Environmental Management),MM (Master in Management)","Cooking/Baking,Family Time,Fashion,Fitness,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Academic success and study skills,Personal growth and self-improvement,Emotional support","Black or African-American,Middle Eastern,Native American or American Indian","None of the below,NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,No Preference,Yes,Charlotte NC,10,5,6,6,5,2,3,7,Faucibus suscipit porta dolor ipsum scelerisque per ab pede nec? Tortor.
2024-07-09 11:25:05,2024-07-09 11:25:05,Survey Test,,100,0,True,2024-07-09 11:25:05,R_cx63qaS7BLPQMho,,,,,,,test,,,consectetuer,elementum,elementum,venenatis,Odio ridic,testemail@qemailserver.com,"Sanford,Nicholas School of the Environment",Class of 2007,4+,"Biomedical Engineering,Chemistry,International Comparative Studies",Computer Science,"Ethics and Society,Policy Journalism and Media Studies","Research and Development,Architecture and Design,Academia/Higher Ed","MS (Master of Science),MEM (Master of Environmental Management),MSW (Master of Social Work)","Cooking/Baking,Family Time,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Volunteering,Watching Sports,Movies/TV,Performing Arts,Fishing/Hunting",Work-life balance and time management,"Black or African-American,Native American or American Indian","Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Selective Living Groups (SLG)",No,Yes,Yes,Philadelphia and Mid/Southern New Jersey,6,9,8,9,10,5,9,8,"Augue etiam. Nibh faucibus urna integer a a, lectus sed tortor, fermentum."
2024-07-09 11:25:05,2024-07-09 11:25:05,Survey Test,,100,0,True,2024-07-09 11:25:06,R_0Tl9A5MViMNt1xY,,,,,,,test,,,consequat,imperdiet,venenatis,vestibulum,Proin. Pur,testemail@qemailserver.com,"Pratt,Sanford","Class of 2008,Class of 2003,Class of 1983",1,"Political Science,Spanish Latin American and Latinx Studies,Statistical Science","German,Latin","Policy Journalism and Media Studies,Robotics and Automation",Artificial Intelligence / Machine Learning / Data Science,"MD (Doctor of Medicine),MEM (Master of Environmental Management),MM (Master in Management)","Fitness,Gaming,Gardening,Travelling,Music/Dance,Movies/TV,Performing Arts",Skill development in a specific field,"Asian,Middle Eastern","None of the below,NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,Yes,No,China,8,9,0,3,3,7,4,7,"Malesuada volutpat sem sagittis, phasellus nonummy! Amet magnis dolorem a."
2024-07-09 11:25:06,2024-07-09 11:25:06,Survey Test,,100,0,True,2024-07-09 11:25:06,R_e98jy6OWJTaQoM6,,,,,,,test,,,accusamus,ullamcorper,sollicitudin,venenatis,"Vehicula? ",testemail@qemailserver.com,Sanford,"Class of 1999,Class of 1984,Class of 1966",2,"Music,Religious Studies,Visual and Media Studies","Italian Studies,Music",East Asian Studies,"Energy and utilities,Construction","MSW (Master of Social Work),MPH (Master of Public Health)","Cooking/Baking,Family Time,Volunteering,Music/Dance,Movies/TV,Time with Friends",Work-life balance and time management,"Black or African-American,Hispanic or Latinx,White","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",Yes,No Preference,Yes,New York City/Tri-State area,6,3,2,1,1,2,8,2,"Arcu lorem euismod tempora facilisis phasellus facilisi imperdiet proin ridiculus, dignissim."
2024-07-09 11:25:06,2024-07-09 11:25:06,Survey Test,,100,0,True,2024-07-09 11:25:06,R_8dkUjXQ0eDFcNo2,,,,,,,test,,,consequat,accusamus,accusamus,elementum,Sit imperd,testemail@qemailserver.com,"School of Medicine,Divinity School",Class of 2006,1,"Romance Studies,Slavic and Eurasian Studies,Visual Arts","Computational Biology and Bioinformatics,Russian and East European Literatures in Translation",Architectural Engineering,"Retail and e-commerce,Architecture and Design",MS (Master of Science),"Family Time,Visual Arts/Crafts,Music/Dance","Career exploration and decision-making,Work-life balance and time management",White,"Duke International Association (IA) / International students,Selective Living Groups (SLG)",Yes,No Preference,No,Denver CO,9,4,4,3,4,5,2,4,Nunc quis sollicitudin auctor magna temporibus sed. Justo a lacus sodales dolor.
2024-07-09 11:25:06,2024-07-09 11:25:06,Survey Test,,100,0,True,2024-07-09 11:25:06,R_elBn61MUhshnep8,,,,,,,test,,,scelerisque,accusamus,convallis,venenatis,Metus? Dui,testemail@qemailserver.com,Sanford,"Class of 1997,Class of 1957",4+,"Earth and Climate Sciences,Environmental Engineering",History,"Architectural Engineering,Digital Intelligence","Aerospace and Defense,Private Equity","None / Not listed,MBA (Masters of Business Administration),MA (Master of Arts)","Fashion,Visual Arts/Crafts,Movies/TV,Performing Arts","Work-life balance and time management,Emotional support",Hispanic or Latinx,"NPHC (African American Greek letter organizations),Duke International Association (IA) / International students,Dance Team",Yes,No Preference,No,Philadelphia and Mid/Southern New Jersey,9,6,3,5,2,9,0,5,Pellentesque ipsum felis nulla pharetra tempora cras vehicula faucibus! Sagittis ante nullam.
2024-07-09 11:25:07,2024-07-09 11:25:07,Survey Test,,100,0,True,2024-07-09 11:25:07,R_1TE8vB1pTuiPfpk,,,,,,,test,,,accusamus,convallis,scelerisque,facilisis,"Euismod a ",testemail@qemailserver.com,Sanford,"Class of 2019,Class of 2009,Class of 1959",3,History,"Dance,Statistical Science","Human Rights,Jewish Studies,Science and the Public",Venture Capital,"MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MSN (Master of Science in Nursing)","Cooking/Baking,Family Time,Fashion,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Watching Sports,Movies/TV,Performing Arts,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Personal growth and self-improvement,Work-life balance and time management","Asian,Other,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team",No,No Preference,Yes,Southern California,6,7,2,4,8,9,5,9,Interdum! Temporibus molestie molestie vulputate. Praesent vestibulum placerat non. Erat.
2024-07-09 11:25:07,2024-07-09 11:25:07,Survey Test,,100,0,True,2024-07-09 11:25:07,R_3z85QzP4E8kZpYy,,,,,,,test,,,ridiculus,ridiculus,vestibulum,fringilla,Mattis mas,testemail@qemailserver.com,Sanford,Class of 1981,4+,"Ancient Religion and Society,Environmental Engineering,Italian and European Studies","Neuroscience,Sexuality Studies","Ethics and Society,Latin American Studies,Policy Journalism and Media Studies",Environmental Science,"MA (Master of Arts),MPP (Master of Public Policy),MM (Master in Management)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management","Asian,Hispanic or Latinx",Multicultural Greek Council (MGC),No,Yes,No,New York City/Tri-State area,7,6,1,2,1,9,9,8,"Suscipit proin, ullamcorper risus massa accumsan convallis leo enim morbi consectetuer."
2024-07-09 11:25:07,2024-07-09 11:25:07,Survey Test,,100,0,True,2024-07-09 11:25:07,R_9WQKUlskyyagQtM,,,,,,,test,,,curabitur,vestibulum,elementum,convallis,Sodales. U,testemail@qemailserver.com,"Trinity,Pratt,The Graduate School","Class of 2022,Class of 1975,Class of 1974",1,"Economics,Gender Sexuality and Feminist Studies,Religious Studies","Cultural Anthropology,Russian Culture and Language","Aerospace Engineering,Innovation and Entrepreneurship",Pharmaceutical,"MPH (Master of Public Health),MM (Master in Management)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Academic success and study skills,Work-life balance and time management","Native American or American Indian,White,Other",Duke International Association (IA) / International students,No,Yes,No,Richmond VA,8,5,10,7,9,4,2,9,Laoreet fringilla proin turpis massa consectetuer laoreet. Facilisi fusce quam facilisis aliquam ab! Ridiculus.
2024-07-09 11:25:08,2024-07-09 11:25:08,Survey Test,,100,0,True,2024-07-09 11:25:08,R_brwceWzow5Y6Zz8,,,,,,,test,,,imperdiet,fringilla,ridiculus,fringilla,"Fusce dui ",testemail@qemailserver.com,"Pratt,School of Law,DKU","Class of 1986,Class of 1970,Class of 1951",4+,"Chemistry,Cultural Anthropology",Statistical Science,"Innovation and Entrepreneurship,Islamic Studies",Academia/Higher Ed,"JD (Juris Doctorate/Law),Psy.D (Doctor of Psychology),MPH (Master of Public Health)","Gaming,Music/Dance,Movies/TV,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Middle Eastern,White,Prefer not to answer","Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Dance Team,Selective Living Groups (SLG)",Yes,No Preference,No,Chicago IL,3,8,4,2,7,3,5,7,Curabitur vestibulum non. Felis auctor. Fermentum justo per accumsan metus.
2024-07-09 11:25:08,2024-07-09 11:25:08,Survey Test,,100,0,True,2024-07-09 11:25:08,R_6GbDl35OO405iSO,,,,,,,test,,,phasellus,sollicitudin,imperdiet,curabitur,Volutpat i,testemail@qemailserver.com,"Sanford,DKU","Class of 1979,Class of 1977,Class of 1968",3,Chemistry,Classical Archaeology,"Global Development Engineering,Innovation and Entrepreneurship,Science and the Public","Pharmaceutical,Accounting",MFA (Master of Fine Arts),"Cooking/Baking,Family Time,Fitness,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Performing Arts,Time with Friends,Fishing/Hunting","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Asian,Asian Pacific Islander,Hispanic or Latinx","None of the below,Multicultural Greek Council (MGC),Dance Team",Yes,No Preference,No,India,6,1,2,4,10,5,6,1,Vulputate nulla metus tincidunt nulla facilisis elementum vestibulum ante sit lorem metus enim.
2024-07-09 11:25:08,2024-07-09 11:25:08,Survey Test,,100,0,True,2024-07-09 11:25:08,R_3epQpm3p13jpWfk,,,,,,,test,,,suspendisse,fermentum,phasellus,suspendisse,Nonummy? S,testemail@qemailserver.com,"Fuqua,School of Nursing,The Graduate School","Class of 2001,Class of 1990,Class of 1980",3,"Economics,Sociology",Gender Sexuality and Feminist Studies,"Global Development Engineering,Science and the Public","Education,Research and Development","MSW (Master of Social Work),MPH (Master of Public Health)","Cooking/Baking,Family Time,Fashion,Fitness,Pets,Reading,Volunteering,Performing Arts","Academic success and study skills,Work-life balance and time management",Other,"None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,No Preference,No,Southern California,2,7,7,6,8,3,3,9,Velit ultricies interdum ante accumsan urna. Neque ullamcorper? Porta amet eleifend molestie amet consectetuer sollicitudin.
2024-07-09 11:25:08,2024-07-09 11:25:09,Survey Test,,100,1,True,2024-07-09 11:25:09,R_02H5rtLh8l0WX9Y,,,,,,,test,,,porttitor,facilisis,dignissim,vestibulum,Pede mi cu,testemail@qemailserver.com,"School of Medicine,Divinity School","Class of 2015,Class of 1994,Class of 1989",3,Environmental Engineering,"Global Health,Music","None,Robotics and Automation","Medical,Marketing / Advertising,Private Equity","MEM (Master of Engineering Management),MHA (Master of Healthcare Administration),MPA (Master of Public Administration)","Cooking/Baking,Family Time,Gaming,Outdoor Activities/Hiking/Camping,Pets,Reading,Visual Arts/Crafts,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting","Skill development in a specific field,Personal growth and self-improvement","Asian,White,Other","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",Yes,Yes,Yes,EU,1,4,1,7,8,2,6,6,"Atque. Urna pretium sapien dictumst pede etiam. Consequat erat, suscipit."
2024-07-09 11:25:09,2024-07-09 11:25:09,Survey Test,,100,0,True,2024-07-09 11:25:09,R_eyNloJRqw2EEOHQ,,,,,,,test,,,vulputate,phasellus,tincidunt,sollicitudin,Proin. Pre,testemail@qemailserver.com,Nicholas School of the Environment,"Class of 1995,Class of 1967,Class of 1957",4+,"Earth and Climate Sciences,Economics,Global Cultural Studies","Education,Statistical Science","Decision Sciences,Energy and the Environment","Hospitality and tourism,Agriculture and Food Science","MEM (Master of Engineering Management),MPH (Master of Public Health)","Cooking/Baking,Family Time,Fitness,Gaming,Gardening,Outdoor Activities/Hiking/Camping,Pets,Reading,Athletics/Playing Sports,Travelling,Visual Arts/Crafts,Volunteering,Music/Dance,Watching Sports,Movies/TV,Performing Arts,Time with Friends,Fishing/Hunting",Networking and professional connections,"Black or African-American,Hispanic or Latinx","None of the below,Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,Yes,Yes,Pacific Northwest/Seattle,5,10,6,5,10,1,4,9,Vulputate porttitor mauris odio purus interdum. Bibendum non fringilla elit.
2024-07-09 11:25:09,2024-07-09 11:25:09,Survey Test,,100,0,True,2024-07-09 11:25:09,R_efea6m07ZKXMd4a,,,,,,,test,,,ridiculus,elementum,convallis,elementum,"Elementum ",testemail@qemailserver.com,"Trinity,School of Medicine,Divinity School","Class of 1999,Class of 1997",3,"Gender Sexuality and Feminist Studies,Global Cultural Studies,Global Health","Asian and Middle Eastern Studies,Psychology","Architectural Engineering,Islamic Studies,Science and the Public","Nursing,Product / Product Management / UX design","JD (Juris Doctorate/Law),MM (Master in Management)","Cooking/Baking,Family Time,Fashion,Fitness,Gaming,Reading,Travelling,Visual Arts/Crafts,Music/Dance,Watching Sports,Performing Arts,Time with Friends,Fishing/Hunting",Personal growth and self-improvement,"Asian,Middle Eastern","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Selective Living Groups (SLG)",Yes,Yes,No,Richmond VA,7,2,8,3,3,9,2,10,Nulla a. Nulla? Nunc metus! Consequat sed luctus elit magna quam augue in eleifend tincidunt.
2024-07-09 11:25:09,2024-07-09 11:25:09,Survey Test,,100,0,True,2024-07-09 11:25:10,R_a2CWxtQD9PNG5dc,,,,,,,test,,,porttitor,fringilla,consectetuer,malesuada,Tortor pre,testemail@qemailserver.com,School of Nursing,Class of 2016,1,Italian and European Studies,"Brazilian and Global Portuguese Studies,Energy Engineering,Gender Sexuality and Feminist Studies","Latinx Studies in the Global South,Materials Science and Engineering,Science and the Public","Consulting and professional services,Academia/Higher Ed,Physical Therapy","MHA (Master of Healthcare Administration),MPH (Master of Public Health),MEng (Master of Engineering)","Gaming,Gardening,Travelling,Volunteering,Music/Dance","Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management,Emotional support","Hispanic or Latinx,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel)",No,Yes,Yes,Southern California,6,3,5,8,9,8,9,7,Est mi mattis atque at convallis fusce donec tempora. In posuere arcu! Ut? Leo.
2024-07-09 11:25:10,2024-07-09 11:25:10,Survey Test,,100,0,True,2024-07-09 11:25:10,R_3VMrCjwnj74dqQK,,,,,,,test,,,phasellus,vulputate,vestibulum,consequat,"Erat dui! ",testemail@qemailserver.com,Fuqua,Class of 2003,1,"Civil Engineering,Visual Arts","Cultural Anthropology,Electrical and Computer Engineering","East Asian Studies,Innovation and Entrepreneurship,Philosophy Politics and Economics","Finance / Investment / Banking,Healthcare,Arts / Creative industries","JD (Juris Doctorate/Law),DVM (Doctor of Veterinary Medicine)",Watching Sports,"Career exploration and decision-making,Skill development in a specific field,Networking and professional connections,Academic success and study skills,Personal growth and self-improvement,Work-life balance and time management","Hispanic or Latinx,Other,Prefer not to answer","None of the below,NPHC (African American Greek letter organizations),Multicultural Greek Council (MGC),Greek Life (IFC/Panhel),Duke International Association (IA) / International students,Dance Team,Selective Living Groups (SLG)",No,Yes,No,Richmond VA,10,2,10,10,6,1,9,2,"Cursus velit vitae, vulputate laoreet convallis? Pede bibendum proin lorem sodales sapien."
